word	code	tags	ToRCH-freq
中间派	kuir	★/➆/ⓦ/ⓣ	1
中队长	kbta	ⓦ/ⓣ	3
中青年	kgrh	★/ⓣ	8
中顾委	kdtv	ⓦ/ⓣ	2
中餐厅	khds	ⓦ/ⓣ	0
中餐馆	khqn	ⓦ/ⓣ	5
中高档	kysi	★/ⓣ	1
中高级	kyxe	ⓣ	1
丰台区	dcaq	ⓦ/ⓣ	0
丰子恺	dbnm	ⓦ/ⓣ	2
丰富化	dpwx	ⓣ	1
丰富性	dpnt	ⓣ	2
丰润区	diaq	ⓦ/ⓣ	0
串亲戚	kudh	★/➆/ⓣ	0
串秧儿	ktqt	➆	0
串门儿	kuqt	★/ⓣ	0
临场感	jfdg	ⓣ	0
临安城	jpfd	ⓦ/ⓣ	2
临时工	jjaa	★/ⓦ/ⓣ	11
临时性	jjnt	★/ⓣ	6
临朐县	jeeg	ⓦ/ⓣ	1
临死前	jgue	ⓣ	2
临江路	jikh	ⓦ/ⓣ	3
临汾市	jiym	ⓦ/ⓣ	1
临泽县	jieg	ⓦ/ⓣ	1
临清市	jiym	ⓦ/ⓣ	1
临界值	jlwf	ⓣ	2
临界点	jlhk	★/ⓦ/ⓣ	6
临终前	jxue	ⓣ	2
临走前	jfue	ⓣ	1
临走时	jfjf	ⓣ	0
丹凤眼	mmhv	★/➆/ⓦ/ⓣ	3
丹尼斯	mnad	ⓦ/ⓣ	2
丹江口	mikk	ⓦ/ⓣ	1
丹顶鹤	mspw	★/➆/ⓦ/ⓣ	0
为什么	ywtc	★/➆/ⓦ/ⓣ	822
为官者	ypft	ⓣ	1
主义者	yyft	ⓣ	1
主产区	yuaq	ⓣ	3
主产省	yuit	ⓣ	0
主人公	ywwc	★/➆/ⓦ/ⓣ	48
主人家	ywpe	★/ⓣ	3
主人翁	ywwc	★/➆/ⓦ/ⓣ	7
主会场	ywfn	ⓣ	3
主体化	ywwx	ⓣ	1
主体性	ywnt	ⓦ/ⓣ	18
主力军	ylpl	★/➆/ⓣ	14
主力舰	ylte	★/➆/ⓦ/ⓣ	0
主办人	ylww	ⓣ	1
主办方	ylyy	ⓣ	0
主办者	ylft	ⓣ	1
主动力	yfln/yflt	ⓣ	0
主动性	yfnt	★/ⓣ	25
主动权	yfsc	★/ⓣ	17
主动脉	yfey	★/➆/ⓦ/ⓣ	0
主单位	yuwu	➆/ⓣ	0
主卧室	yapg	ⓣ	0
主合同	ywmg	ⓣ	0
主城区	yfaq	ⓦ/ⓣ	0
主婚人	yvww	★/ⓣ	0
主客观	ypcm	★/ⓣ	5
主宰者	ypft	ⓣ	1
主导性	ynnt	ⓣ	1
主导权	ynsc	ⓣ	6
主导者	ynft	ⓣ	0
主席台	yyck	★/ⓦ/ⓣ	12
主席团	yylf	★/➆/ⓦ/ⓣ	4
主席国	yylg	ⓣ	2
主干线	yfxg	★/ⓣ	0
主干道	yfut	ⓦ/ⓣ	10
主心骨	ynme	★/➆/ⓣ	4
主战场	yhfn	★/ⓣ	7
主持人	yrww	★/ⓦ/ⓣ	180
主持稿	yrty	ⓣ	0
主攻手	yart	★/ⓣ	0
主政者	ygft	ⓣ	0
主教练	yfxa	★/ⓦ/ⓣ	27
主旋律	yytv	★/➆/ⓣ	23
主机板	yssr	➆/ⓦ/ⓣ	3
主权国	yslg	★/ⓦ/ⓣ	0
主河道	yiut	★/ⓣ	0
主渠道	yiut	★/➆/ⓣ	6
主焦点	ywhk	ⓣ	1
主考官	yfpn	ⓣ	9
主航道	ytut	★/ⓦ/ⓣ	0
主色调	yqym	ⓣ	0
主裁判	yfud	ⓣ	0
主观性	ycnt	★/ⓦ/ⓣ	4
主通道	ycut	ⓣ	0
主题曲	yjma	ⓦ/ⓣ	21
主题歌	yjsk	★/➆/ⓦ/ⓣ	4
主题词	yjyn	★/➆/ⓦ/ⓣ	6
丽人行	gwtf	ⓦ/ⓣ	0
举办地	ilfb	ⓣ	0
举办权	ilsc	ⓣ	2
举手礼	irpy	★/ⓦ/ⓣ	0
举报人	irww	ⓦ/ⓣ	6
举报者	irft	ⓦ/ⓣ	8
乃至于	eggf	★/➆/ⓣ	8
义利观	ytcm	ⓣ	0
义务人	ytww	ⓣ	0
义务兵	ytrg	★/➆/ⓦ/ⓣ	6
义务工	ytaa	★/ⓣ	3
义勇军	ycpl	★/➆/ⓦ/ⓣ	2
义和团	ytlf	★/➆/ⓦ/ⓣ	4
之所以	prny	★/➆/ⓣ	186
乌克兰	qduf	ⓦ/ⓣ	21
乌塌菜	qfae	➆/ⓦ/ⓣ	0
乌干达	qfdp	ⓦ/ⓣ	2
乌托邦	qrdt	★/➆/ⓦ/ⓣ	14
乌拉草	qraj	★/➆/ⓦ/ⓣ	0
乌油油	qiim	★/➆/ⓣ	0
乌溜溜	qiiq	★/➆/ⓣ	1
乌班图	qglt	ⓦ/ⓣ	5
乌篷船	qtte	ⓦ/ⓣ	3
乌纱帽	qxmh	★/➆/ⓦ/ⓣ	2
乌蒙山	qamm	ⓦ/ⓣ	0
乌骨鸡	qmcq	ⓦ/ⓣ	1
乌鱼蛋	qqnh	➆/ⓣ	0
乌鸦嘴	qakh	➆/ⓣ	0
乌龙球	qdgf	➆/ⓦ/ⓣ	0
乌龙茶	qdaw	★/➆/ⓦ/ⓣ	0
乍一看	tgrh	ⓣ	1
乍猛的	tqrq	➆	0
乐呵呵	qkks	★/➆/ⓣ	10
乐器行	qktf	ⓣ	0
乐天派	qgir	★/ⓣ	2
乐悠悠	qwwh	★/ⓣ	0
乐曲声	qmfn	ⓣ	1
乐滋滋	qiiu	★/➆/ⓣ	0
乐融融	qggk	★/ⓣ	1
乐视网	qpmq	ⓦ/ⓣ	1
乐陶陶	qbbq	★/➆/ⓣ	0
乐靖宜	qupe	ⓦ/ⓣ	1
乐颠颠	qffh	ⓣ	1
乒乓球	rrgf	★/➆/ⓦ/ⓣ	70
乔云萍	tfai	ⓦ/ⓣ	4
乔伊斯	twad	ⓦ/ⓣ	1
乔其纱	taxi	★/➆/ⓦ/ⓣ	0
乔布斯	tdad	ⓦ/ⓣ	2
乔帮主	tdyg	ⓦ/ⓣ	0
乔治亚	tigo	ⓦ/ⓣ	1
乔纳森	txss	ⓦ/ⓣ	1
乔老爷	tfwq	ⓣ	0
乔达摩	tdys	ⓦ/ⓣ	1
乖乖虎	ttha	ⓦ/ⓣ	0
乘务员	ttkm	★/➆/ⓦ/ⓣ	18
乘务长	ttta	★/ⓣ	0
乘用车	telg	ⓣ	0
乘飞机	tnsm	ⓣ	0
乙二醇	nfsg	ⓦ/ⓣ	0
九一八	vgwt	ⓦ/ⓣ	2
九万里	vdjf	ⓣ	0
九三年	vdrh	ⓦ/ⓣ	0
九九九	vvvt	ⓣ	0
九九歌	vvsk	➆/ⓦ/ⓣ	0
九十七	vfag	ⓦ/ⓣ	1
九十三	vfdg	ⓦ/ⓣ	2
九十九	vfvt	ⓦ/ⓣ	1
九十多	vfqq	ⓣ	0
九十岁	vfmq	ⓣ	0
九十斤	vfrt	ⓣ	0
九千多	vtqq	ⓣ	0
九头鸟	vuqy	★/ⓦ/ⓣ	0
九寨沟	vpiq	ⓦ/ⓣ	1
九成宫	vdpk	ⓦ/ⓣ	1
九月份	veww	ⓣ	1
九点半	vhuf	ⓣ	0
九点钟	vhqk	ⓣ	1
九纹龙	vxdx	ⓦ/ⓣ	0
九重霄	vtfi	➆/ⓣ	0
九龙坡	vdfh	ⓦ/ⓣ	2
九龙山	vdmm	ⓦ/ⓣ	1
九龙湾	vdiy	ⓦ/ⓣ	1
也不知	bgtd	ⓣ	1
习主席	nyya	ⓦ/ⓣ	1
习仲勋	nwkm	ⓦ/ⓣ	3
习大大	nddd	ⓦ/ⓣ	3
习惯于	nngf	★/ⓣ	4
习惯性	nnnt	★/ⓣ	31
习惯法	nnif	★/➆/ⓦ/ⓣ	13
习相远	nsfq	ⓣ	2
习近平	nrgu	ⓦ/ⓣ	526
乡下人	xgww	★/ⓦ/ⓣ	6
乡下佬	xgwf	★/ⓦ/ⓣ	0
乡亲们	xuwu	ⓣ	11
乡党委	xitv	ⓣ	8
乡巴佬	xcwf	ⓦ/ⓣ	4
乡政府	xgyw	ⓦ/ⓣ	17
书卷气	nurn	★/➆/ⓣ	2
书名号	nqkg	★/➆/ⓦ/ⓣ	0
书呆子	nkbb	★/➆/ⓦ/ⓣ	5
书摊儿	nrqt	★	0
书桌上	nhhh	ⓣ	3
书法家	nipe	ⓦ/ⓣ	26
书法展	nina	ⓣ	6
书生气	ntrn	★/➆/ⓣ	2
书画家	ngpe	ⓦ/ⓣ	3
书画展	ngna	★/ⓣ	3
书记员	nykm	★/➆/ⓦ/ⓣ	0
书记处	nyth	ⓦ/ⓣ	6
书面化	ndwx	ⓣ	1
书面语	ndyg	★/➆/ⓦ/ⓣ	3
买下来	nggo	ⓣ	0
买不到	nggc	ⓣ	0
买不起	ngfh	ⓣ	4
买关节	nuab	➆/ⓣ	0
买卖人	nfww	★/➆/ⓣ	0
买回去	nlfc	ⓣ	0
买回来	nlgo	ⓣ	0
买得起	ntfh	ⓣ	1
买房子	nybb	ⓣ	0
买手机	nrsm	ⓣ	0
买点儿	nhqt	ⓣ	0
买路钱	nkqg	★/➆/ⓣ	0
买面子	ndbb	➆/ⓣ	0
乱乱的	ttrq	ⓣ	0
乱哄哄	tkka	★/➆/ⓣ	2
乱坟岗	tfmm	➆/ⓣ	0
乱弹琴	txgg	★/➆/ⓣ	0
乱摊子	trbb	★/ⓣ	0
乱摊派	trir	ⓣ	0
乱收费	tnxj	ⓣ	1
乱糟糟	toog	★/➆/ⓣ	12
乱纷纷	txxw	★/➆/ⓣ	1
乱罚款	tlff	ⓣ	0
乱腾腾	teeu	➆/ⓣ	0
乱花钱	taqg	ⓣ	1
乱葬岗	tamm	ⓦ/ⓣ	1
乱蓬蓬	taat	★/➆/ⓣ	3
乳制品	erkk	★/ⓦ/ⓣ	0
乳浊液	eiiy	➆/ⓦ/ⓣ	0
乳状液	euiy	➆/ⓣ	0
乳白色	erqc	ⓦ/ⓣ	6
乳胶漆	eeis	★/ⓣ	0
乳腺癌	eeuk	ⓦ/ⓣ	5
乳酶生	estg	ⓣ	1
乳黄色	eaqc	★/ⓣ	0
乾清门	fiuy	ⓦ/ⓣ	1
了不得	bgtj	★/➆/ⓣ	5
了不起	bgfh	★/➆/ⓣ	34
争上游	qhiy	★/ⓦ/ⓣ	0
争夺战	qdhk	ⓣ	8
争议性	qynt	ⓦ/ⓣ	1
争面子	qdbb	➆/ⓣ	0
事业型	goga	ⓣ	1
事业心	gony	★/ⓣ	4
事业性	gont	ⓣ	2
事业费	goxj	ⓣ	3
事业部	gouk	ⓣ	5
事务性	gtnt	ⓣ	2
事务所	gtrn	★/➆/ⓦ/ⓣ	49
事务部	gtuk	ⓦ/ⓣ	1
事务长	gtta	ⓦ/ⓣ	1
事实上	gphh	ⓦ/ⓣ	216
事实性	gpnt	ⓣ	1
二三十	fdfg	ⓣ	18
二三四	fdlh	ⓣ	1
二三百	fddj	ⓣ	0
二不休	fgws	ⓣ	1
二世祖	fapy	ⓦ/ⓣ	1
二个月	fwee	ⓣ	0
二二八	ffwt	ⓦ/ⓣ	0
二五眼	fghv	★/➆/ⓣ	0
二人台	fwck	➆/ⓦ/ⓣ	0
二人转	fwlf	★/➆/ⓦ/ⓣ	4
二传手	fwrt	★/➆/ⓦ/ⓣ	0
二元论	ffyw	★/➆/ⓦ/ⓣ	1
二分法	fwif	ⓦ/ⓣ	2
二十一	ffgg	ⓦ/ⓣ	24
二十七	ffag	ⓦ/ⓣ	19
二十万	ffdn/ffgq	ⓣ	4
二十三	ffdg	ⓦ/ⓣ	12
二十九	ffvt	ⓦ/ⓣ	13
二十二	fffg	ⓦ/ⓣ	25
二十五	ffgg	ⓦ/ⓣ	17
二十八	ffwt	ⓦ/ⓣ	29
二十六	ffuy	ⓦ/ⓣ	24
二十几	ffmt	ⓣ	0
二十分	ffwv	ⓣ	0
二十四	fflh	ⓦ/ⓣ	46
二十块	fffn	ⓣ	1
二十多	ffqq	ⓣ	0
二十大	ffdd	ⓦ/ⓣ	0
二十岁	ffmq	ⓦ/ⓣ	3
二十年	ffrh	ⓣ	5
二十日	ffjj	ⓣ	6
二十里	ffjf	ⓣ	1
二叠纪	fcxn	ⓦ/ⓣ	3
二号楼	fkso	ⓣ	0
二号线	fkxg	ⓣ	0
二大爷	fdwq	ⓦ/ⓣ	1
二头肌	fuem	ⓦ/ⓣ	1
二套房	fdyn	ⓣ	1
二女儿	fvqt	ⓣ	4
二婚头	fvud	➆/ⓣ	0
二季度	ftya	ⓣ	0
二年生	frtg	➆/ⓦ/ⓣ	0
二年级	frxe	ⓣ	3
二愣子	fnbb	★/➆/ⓣ	0
二房东	fyai	★/➆/ⓣ	0
二手店	fryh	ⓣ	0
二手房	fryn	★/➆/ⓣ	0
二手烟	frol	★/➆/ⓦ/ⓣ	0
二手货	frwx	★/ⓦ/ⓣ	1
二手车	frlg	★/ⓦ/ⓣ	4
二把刀	frvn	★/➆/ⓣ	1
二把手	frrt	★/ⓣ	0
二拇指	frrx	★/➆/ⓣ	0
二月份	feww	ⓣ	1
二极管	fstp	ⓦ/ⓣ	13
二段跳	fwkh	ⓦ/ⓣ	0
二流子	fibb	★/➆/ⓣ	1
二环路	fgkh	ⓦ/ⓣ	3
二甲基	flad	ⓣ	0
二甲苯	flas	ⓦ/ⓣ	1
二百五	fdgg	★/➆/ⓦ/ⓣ	2
二百块	fdfn	ⓣ	0
二百多	fdqq	ⓣ	0
二等功	ftal	ⓣ	1
二等奖	ftuq	ⓣ	0
二维码	fxdc	➆/ⓦ/ⓣ	9
二花脸	faew	★/➆/ⓦ/ⓣ	0
二踢脚	fkef	★/➆/ⓣ	0
二进制	ffrm	★/➆/ⓦ/ⓣ	1
二进宫	ffpk	★/➆/ⓣ	3
二道河	fuis	ⓦ/ⓣ	1
二郎腿	fyev	★/➆/ⓣ	3
二部制	furm	➆/ⓣ	0
二重唱	ftkj	★/ⓦ/ⓣ	1
二重奏	ftdw	★/ⓦ/ⓣ	0
二重性	ftnt	★/➆/ⓣ	0
二锅头	fqud	★/➆/ⓦ/ⓣ	4
二零一	ffgg	ⓣ	1
二面角	fdqe	➆/ⓦ/ⓣ	0
二鬼子	frbb	★/ⓦ/ⓣ	0
于右任	gdwt	ⓦ/ⓣ	2
于大宝	gdpg	ⓦ/ⓣ	4
于成龙	gddx	ⓦ/ⓣ	1
于文凤	gymc	ⓣ	2
于是乎	gjtu	★/➆/ⓣ	8
于若木	gass	ⓦ/ⓣ	4
亏心事	fngk	★/ⓣ	2
亏损额	frpt	ⓣ	0
云南省	ffit	ⓦ/ⓣ	16
云头儿	fuqt	➆/ⓣ	0
云片糕	ftou	★/➆/ⓦ/ⓣ	0
云计算	fyth	➆/ⓦ/ⓣ	6
云阳县	fbeg	ⓦ/ⓣ	4
云飞扬	fnrn	ⓣ	0
互动性	gfnt	ⓣ	2
互助组	gexe	ⓦ/ⓣ	1
互感应	gdyi	➆/ⓣ	0
互操作	grwt	ⓣ	0
互联网	gbmq	★/➆/ⓦ/ⓣ	455
互补性	gpnt	ⓣ	1
五一节	ggab	★/ⓦ/ⓣ	0
五云山	gfmm	ⓣ	3
五五分	ggwv	ⓣ	0
五保户	gwyn	★/ⓦ/ⓣ	1
五倍子	gwbb	★/➆/ⓦ/ⓣ	0
五六个	guwh	ⓣ	0
五六十	gufg	ⓣ	16
五六千	gutf	ⓣ	3
五六天	gugd	ⓣ	0
五六岁	gumq	ⓣ	0
五六年	gurh	ⓣ	2
五六次	guuq	ⓣ	0
五六百	gudj	ⓣ	2
五凤楼	gmso	ⓦ/ⓣ	0
五分制	gwrm	➆/ⓣ	0
五分钟	gwqk	ⓦ/ⓣ	1
五十一	gfgg	ⓦ/ⓣ	1
五十七	gfag	ⓦ/ⓣ	6
五十万	gfdn/gfgq	ⓣ	9
五十三	gfdg	ⓦ/ⓣ	3
五十个	gfwh	ⓣ	0
五十九	gfvt	ⓦ/ⓣ	4
五十二	gffg	ⓦ/ⓣ	4
五十五	gfgg	ⓦ/ⓣ	5
五十八	gfwt	ⓦ/ⓣ	5
五十六	gfuy	ⓦ/ⓣ	6
五十四	gflh	ⓦ/ⓣ	5
五十块	gffn	ⓣ	1
五十多	gfqq	ⓣ	0
五十岁	gfmq	ⓣ	0
五十年	gfrh	ⓣ	0
五千万	gtdn	ⓣ	2
五千元	gtfq	ⓣ	0
五千块	gtfn	ⓣ	0
五千多	gtqq	ⓣ	0
五千年	gtrh	ⓣ	0
五台山	gcmm	ⓦ/ⓣ	40
五号楼	gkso	ⓣ	1
五周年	gmrh	ⓣ	0
五味子	gkbb	★/ⓦ/ⓣ	0
五大洲	gdiy	ⓦ/ⓣ	5
五大湖	gdid	ⓦ/ⓣ	1
五子棋	gbsa	★/➆/ⓦ/ⓣ	0
五官科	gptu	★/ⓣ	1
五年级	grxe	ⓦ/ⓣ	1
五指山	grmm	ⓦ/ⓣ	2
五斗柜	gusa	★/ⓦ/ⓣ	1
五斗橱	gusd	★/ⓦ/ⓣ	1
五星级	gjxe	ⓦ/ⓣ	10
五月份	geww	ⓣ	3
五月节	geab	★/➆/ⓦ/ⓣ	0
五步拳	ghud	ⓣ	1
五毛钱	gtqg	ⓣ	0
五点钟	ghqk	ⓣ	0
五环旗	ggyt	➆/ⓦ/ⓣ	0
五百万	gddn	ⓣ	6
五百块	gdfn	ⓣ	0
五百多	gdqq	ⓣ	0
五百年	gdrh	ⓣ	1
五百米	gdoy	ⓣ	0
五禽戏	gwca	ⓦ/ⓣ	2
五粮液	goiy	★/➆/ⓦ/ⓣ	1
五线谱	gxyu	★/➆/ⓦ/ⓣ	2
五花肉	gamw	★/➆/ⓦ/ⓣ	0
五角星	gqjt	★/ⓦ/ⓣ	1
五言诗	gyyf	★/➆/ⓦ/ⓣ	0
五连冠	glpf	ⓣ	0
五道口	gukk	ⓦ/ⓣ	0
五里雾	gjft	★/➆/ⓣ	0
五金厂	gqdg	ⓣ	1
五铢钱	gqqg	ⓦ/ⓣ	4
五香味	gtkf	ⓣ	1
井冈山	fmmm	ⓦ/ⓣ	14
井田制	flrm	➆/ⓦ/ⓣ	0
亚丁湾	gsiy	ⓦ/ⓣ	0
亚健康	gwyv	★/➆/ⓦ/ⓣ	2
亚布力	gdlt	ⓦ/ⓣ	2
亚当斯	giad	ⓦ/ⓣ	3
亚投行	grtf	ⓦ/ⓣ	0
亚文化	gywx	ⓦ/ⓣ	2
亚洲杯	gisg	ⓦ/ⓣ	1
亚热带	grgk	★/➆/ⓦ/ⓣ	11
亚硝胺	gdep	ⓦ/ⓣ	0
亚细亚	gxgo	ⓦ/ⓣ	6
亚运会	gfwf	★/ⓦ/ⓣ	25
亚运村	gfsf	★/ⓦ/ⓣ	0
亚锦赛	gqpf	ⓦ/ⓣ	14
亚非拉	gdru	★/ⓣ	0
亚马逊	gcbi	ⓦ/ⓣ	8
亚麻布	gydm	★/ⓦ/ⓣ	0
亚龙湾	gdiy	ⓦ/ⓣ	1
亡国奴	ylvc	★/➆/ⓣ	1
交上来	uhgo	ⓣ	0
交不起	ugfh	ⓣ	0
交互性	ugnt	ⓦ/ⓣ	0
交叉口	uckk	ⓦ/ⓣ	0
交叉步	uchi	ⓣ	0
交叉点	uchk	ⓣ	4
交响乐	ukqi	★/➆/ⓦ/ⓣ	12
交响曲	ukma	★/ⓦ/ⓣ	4
交响诗	ukyf	★/➆/ⓦ/ⓣ	0
交学费	uixj	★/➆/ⓣ	4
交强险	uxbw	➆/ⓦ/ⓣ	0
交战国	uhlg	★/➆/ⓣ	0
交换机	ursm	★/➆/ⓦ/ⓣ	1
交接处	urth	ⓣ	4
交接班	urgy	★/ⓣ	2
交易会	ujwf	★/ⓣ	12
交易员	ujkm	ⓦ/ⓣ	0
交易商	ujum	ⓣ	1
交易所	ujrn	★/➆/ⓦ/ⓣ	14
交易者	ujft	ⓦ/ⓣ	0
交易量	ujjg	ⓣ	0
交易额	ujpt	ⓣ	5
交朋友	uedc	ⓣ	10
交杯酒	usis	★/➆/ⓣ	2
交汇点	uihk	★/ⓣ	4
交流会	uiwf	ⓣ	1
交流史	uikq	ⓣ	0
交流电	uijn	★/➆/ⓦ/ⓣ	1
交界处	ulth	ⓣ	9
交白卷	urud	★/➆/ⓣ	1
交谊舞	uyrl	➆/ⓦ/ⓣ	1
交货期	uwad	ⓣ	1
交通厅	ucds	ⓣ	3
交通员	uckm	➆/ⓦ/ⓣ	0
交通壕	ucfy	★/➆/ⓣ	0
交通局	ucnn	ⓣ	2
交通岛	ucqm/ucqy	➆/ⓦ/ⓣ	0
交通线	ucxg	★/➆/ⓦ/ⓣ	0
交通网	ucmq	ⓣ	1
交通费	ucxj	ⓣ	2
交通车	uclg	★/➆/ⓣ	0
交通部	ucuk	ⓦ/ⓣ	3
交通量	ucjg	★/ⓣ	0
交道口	uukk	ⓦ/ⓣ	1
交际舞	ubrl	★/➆/ⓦ/ⓣ	0
交际花	ubaw	★/➆/ⓦ/ⓣ	3
产业化	uowx	★/ⓣ	56
产业园	uolf	ⓣ	1
产业带	uogk	ⓣ	1
产业界	uolw	ⓣ	3
产业群	uovt	ⓣ	2
产业链	uoql	➆/ⓦ/ⓣ	27
产供销	uwqi	★/ⓣ	0
产出率	ubyx	ⓣ	0
产品线	ukxg	ⓣ	0
产学研	uidg	ⓣ	6
产成品	udkk	★/ⓣ	0
产权证	usyg	➆/ⓣ	0
产油国	uilg	ⓣ	1
产褥期	upad	★/➆/ⓦ/ⓣ	0
产褥热	uprv	➆/ⓦ/ⓣ	0
产销量	uqjg	ⓣ	1
亨廷顿	ytgb	ⓦ/ⓣ	3
亨德森	ytss	ⓦ/ⓣ	0
亩产量	yujg	ⓣ	3
享享福	yypy	ⓣ	0
享清福	yipy	ⓣ	2
京二胡	yfde	➆/ⓦ/ⓣ	0
京剧团	ynlf	ⓣ	2
京剧界	ynlw	ⓣ	0
京剧院	ynbp	ⓣ	1
京味儿	ykqt	★/➆/ⓣ	0
京客隆	ypbt	ⓦ/ⓣ	0
京山县	ymeg	ⓦ/ⓣ	1
京沪线	yixg	ⓦ/ⓣ	0
京油子	yibb	➆/ⓣ	0
京津冀	yiux	ⓦ/ⓣ	1
京津唐	yiyv	ⓣ	0
京白梨	yrtj	➆/ⓦ/ⓣ	0
亭子间	ybuj	★/➆/ⓦ/ⓣ	5
亭湖区	yiaq	ⓦ/ⓣ	0
亮光光	yiiq	★/➆/ⓣ	0
亮堂堂	yiip	➆/ⓣ	0
亮晃晃	yjji	ⓣ	4
亮晶晶	yjjj	★/➆/ⓦ/ⓣ	10
亮牌子	ytbb	➆/ⓣ	0
亮眼人	yhww	➆/ⓣ	0
亮铮铮	yqqq	➆/ⓣ	0
亮闪闪	yuuw	★/➆/ⓣ	1
亲兄弟	ukux	ⓣ	6
亲切感	uadg	★/ⓣ	4
亲历者	udft	ⓣ	1
亲友们	udwu	ⓣ	0
亲和力	utlt	★/➆/ⓦ/ⓣ	11
亲哥哥	ussk	ⓣ	1
亲姐妹	uvvf	ⓣ	2
亲家公	upwc	★/➆/ⓣ	0
亲家母	upxg	★/➆/ⓣ	0
亲戚家	udpe	ⓣ	3
亲爱的	uerq	ⓦ/ⓣ	17
亲者痛	ufuc	ⓣ	0
亲近感	urdg	ⓣ	3
亲骨肉	ummw	★/ⓣ	1
亳州市	yyym	ⓦ/ⓣ	0
人不多	wgqq	ⓣ	0
人世间	wauj	★/➆/ⓦ/ⓣ	28
人之初	wppu	ⓦ/ⓣ	1
人事处	wgth	ⓣ	2
人事局	wgnn	ⓦ/ⓣ	3
人事部	wguk	ⓦ/ⓣ	3
人代会	wwwf	ⓦ/ⓣ	2
人公里	wwjf	➆/ⓣ	0
人力车	wllg	★/➆/ⓦ/ⓣ	4
人口学	wkip	➆/ⓦ/ⓣ	1
人口数	wkov	ⓣ	0
人味儿	wkqt	★/ⓣ	0
人和事	wtgk	ⓣ	1
人头像	wuwq	ⓣ	0
人头税	wutu	★/ⓦ/ⓣ	0
人尖子	wibb	➆/ⓣ	0
人工化	wawx	ⓣ	0
人工湖	waid	★/➆/ⓦ/ⓣ	10
人影儿	wjqt	★/➆/ⓣ	0
人心果	wnjs	➆/ⓦ/ⓣ	1
人性化	wnwx	➆/ⓣ	13
人性论	wnyw	➆/ⓦ/ⓣ	1
人情债	wnwg	★/ⓣ	0
人情味	wnkf	➆/ⓣ	4
人才学	wfip	ⓦ/ⓣ	0
人才网	wfmq	ⓣ	0
人教社	wfpy	ⓦ/ⓣ	6
人来疯	wgum	★/➆/ⓦ/ⓣ	0
人样儿	wsqt	★/ⓣ	0
人格化	wswx	★/➆/ⓦ/ⓣ	1
人格权	wssc	➆/ⓦ/ⓣ	1
人武部	wguk	ⓦ/ⓣ	3
人民军	wnpl	ⓦ/ⓣ	2
人民币	wntm	★/➆/ⓦ/ⓣ	103
人民性	wnnt	➆/ⓦ/ⓣ	3
人民网	wnmq	ⓦ/ⓣ	4
人流量	wijg	ⓣ	0
人生观	wtcm	★/➆/ⓦ/ⓣ	32
人生路	wtkh	ⓣ	2
人社厅	wpds	ⓣ	1
人社局	wpnn	ⓣ	1
人类史	wokq	ⓦ/ⓣ	0
人类学	woip	➆/ⓦ/ⓣ	81
人缘儿	wxqt	➆/ⓣ	0
人行道	wtut	★/➆/ⓦ/ⓣ	20
人财物	wmtr	ⓣ	0
人贩子	wmbb	★/➆/ⓦ/ⓣ	0
人身权	wtsc	➆/ⓦ/ⓣ	1
人造丝	wtxx	★/➆/ⓦ/ⓣ	0
人造土	wtff	➆/ⓣ	0
人造棉	wtsr	★/ⓣ	0
人造皮	wthc	ⓣ	0
人造革	wtaf	★/➆/ⓦ/ⓣ	0
人马座	wcyw	➆/ⓦ/ⓣ	0
亿人次	wwuq	ⓣ	0
亿左右	wddk	ⓣ	0
亿日元	wjfq	ⓣ	0
亿美元	wufq	ⓣ	9
亿美金	wuqq	ⓣ	0
什么样	wtsu	★/ⓣ	190
什么的	wtrq	★/➆	4
什件儿	wwqt	➆/ⓣ	0
什刹海	wqit	ⓦ/ⓣ	1
什叶派	wkir	ⓦ/ⓣ	1
仅次于	wugf	ⓣ	27
仅限于	wbgf	ⓣ	6
今儿个	wqwh	ⓣ	3
今年初	wrpu	ⓣ	2
今年底	wryq	ⓣ	2
介绍人	wxww	★/ⓣ	2
介绍信	wxwy	★/ⓦ/ⓣ	4
从业者	woft	ⓦ/ⓣ	17
从动件	wfwr	ⓣ	1
从来不	wggi	ⓣ	23
仔细听	wxkr	ⓣ	0
他们俩	wwwg	ⓣ	17
他妈的	wvrq	ⓣ	26
他娘的	wvrq	ⓣ	7
付不起	wgfh	ⓣ	0
付诸于	wygf	ⓣ	0
仙人掌	wwip	★/➆/ⓦ/ⓣ	2
仙人桥	wwst	ⓦ/ⓣ	1
仙人球	wwgf	★/➆/ⓦ/ⓣ	0
仙后座	wryw	➆/ⓦ/ⓣ	0
仙客来	wpgo	★/➆/ⓦ/ⓣ	1
仙桃市	wsym	ⓦ/ⓣ	1
仡佬族	wwyt	★/➆/ⓦ/ⓣ	7
代乳粉	weow	➆/ⓣ	0
代代花	wwaw	➆/ⓣ	0
代办处	wlth	★/ⓣ	0
代名词	wqyn	★/➆/ⓦ/ⓣ	15
代币券	wtud	➆/ⓣ	0
代数学	woip	➆/ⓦ/ⓣ	5
代数式	woaa	➆/ⓦ/ⓣ	0
代步车	whlg	ⓦ/ⓣ	1
代理人	wgww	★/➆/ⓦ/ⓣ	65
代理商	wgum	★/ⓣ	3
代理权	wgsc	ⓣ	25
代理费	wgxj	ⓣ	0
代用品	wekk	★/➆/ⓦ/ⓣ	2
